Year Type,Year,Organization Group Code,Organization Group,Department Code,Department,Union Code,Union,Job Family Code,Job Family,Job Code,Job,Employee Identifier,Salaries,Overtime,Other Salaries,Total Salary,Retirement,Health/Dental,Other Benefits,Total Benefits,Total Compensation
Fiscal,2015,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,21,"Prof & Tech Engineers - Miscellaneous, Local 21",2400,"Lab, Pharmacy & Med Techs",2487,Chemist III,45796,118057.9,0,0,118057.9,25901.82,12500.56,9515.72,47918.1,165976
Calendar,2014,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,1211,55939.98,3793.32,316.72,60050.02,16381.77,11854.64,4605.35,32841.76,92891.78
Calendar,2013,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,930,Building Inspectors' Association - Inspectors,6300,Construction Inspection,6331,Building Inspector,6406,46770.51,0,3175.32,49945.83,8675.61,5502.23,4104.22,18282.06,68227.89
Fiscal,2013,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5300,Sub-Professional Engineering,5364,Engineering Associate 1,24276,77922.05,0,0,77922.05,14189.57,12801.78,6477.37,33468.72,111390.77
Fiscal,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1402,Junior Clerk,22490,2234.4,0,0,2234.4,576.48,670.53,172.46,1419.47,3653.87
Fiscal,2015,1,Public Protection,POL,Police,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1408,Principal Clerk,38072,29616.4,0,0,29616.4,7641.08,6082.64,2409.28,16133,45749.4
Fiscal,2014,1,Public Protection,POL,Police,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1424,Clerk Typist,27545,53579.4,0,5396.83,58976.23,11853.8,12512.55,4851.72,29218.07,88194.3
Fiscal,2013,1,Public Protection,JUV,Juvenile Probation,790,"SEIU - Miscellaneous, Local 1021",8300,Correction & Detention,8320,"Counselor, Juvenile Hall",49409,64308.96,14751.5,3645.22,82705.68,12286.1,12655.56,1721.5,26663.16,109368.84
Fiscal,2016,1,Public Protection,FIR,Fire Department,798,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H003,EMT/Paramedic/Firefighter,40082,115546.82,32818.26,10221.72,158586.8,21617.65,13293.27,2587.89,37498.81,196085.61
Fiscal,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,30359,4042.6,0,692.62,4735.22,5362.95,335.75,1542.45,7241.15,11976.37
Calendar,2015,6,General Administration & Finance,HRD,Human Resources,1,Miscellaneous Unrepresented Employees,1200,Personnel,1229,Special Examiner,33961,154.88,0,0,154.88,0,0,12.24,12.24,167.12
Fiscal,2014,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,43483,108395.4,495.8,9113.42,118004.62,26331.98,10959.26,9029.31,46320.55,164325.17
Fiscal,2013,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5241,Engineer,1997,136019.88,0,0,136019.88,24089.07,12801.78,9855.56,46746.41,182766.29
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,21,"Prof & Tech Engineers - Miscellaneous, Local 21",8100,Legal & Court,8173,Legal Assistant,3457,83528.04,0,0,83528.04,17211.04,12424.5,6854.94,36490.48,120018.52
Fiscal,2016,3,Human Welfare & Neighborhood Development,DSS,Human Services,1,Miscellaneous Unrepresented Employees,9900,Public Service Aide,9916,Public Svc Aide-Public Works,1675,18676.15,0,0,18676.15,1338.03,8263.34,1523.66,11125.03,29801.18
Calendar,2015,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,39,"Stationary Engineers, Local 39",7300,Journeyman Trade,7341,Statnry Eng Water Treat Plant,50344,93738.09,735.15,6387.95,100861.19,20304.8,12424.51,8149.54,40878.85,141740.04
Fiscal,2014,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,35066,66016.15,46286.55,6096.94,118399.64,20696.51,13401.37,9125.77,43223.65,161623.29
Calendar,2013,2,"Public Works, Transportation & Commerce",CWP,PUC Wastewater Enterprise,6,"Electrical Workers, Local 6",7300,Journeyman Trade,7345,Electrician,28401,0,0,461.08,461.08,0,5.07,35.28,40.35,501.43
Fiscal,2013,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q002,Police Officer,996,90096.91,3885.52,3044.3,97026.73,15915.56,12986.43,4778.1,33680.09,130706.82
Fiscal,2013,2,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,790,"SEIU - Miscellaneous, Local 1021",9900,Public Service Aide,9920,Publ Svc Aide-Asst To Prof,36562,17645.5,0,0,17645.5,0,6394.74,1366.11,7760.85,25406.35
Fiscal,2016,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,47927,12488.59,0,25.95,12514.54,48.25,909.82,853.38,1811.45,14325.99
Calendar,2015,1,Public Protection,SHF,Sheriff,499,Sheriff's Managers and Supervisors Association,8300,Correction & Detention,8310,Sheriff's Lieutenant,22752,110116.7,1189.76,14453.91,125760.37,30532.89,10011.29,2099.68,42643.86,168404.23
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,535,"SEIU - Human Services, Local 1021",2900,Human Services,2905,Senior Eligibility Worker,24480,77022.83,1132.37,1460,79615.2,16172.35,12416.67,6589.49,35178.51,114793.71
Fiscal,2013,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,580,"Cement Masons, Local 300",7300,Journeyman Trade,7311,Cement Mason,928,71864,3329.79,690,75883.79,13212.09,12801.74,6330.95,32344.78,108228.57
Calendar,2014,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2600,Dietary & Food,2604,Food Service Worker,38833,40087.16,0,2575.63,42662.79,10210.47,10798.44,3466.71,24475.62,67138.41
Fiscal,2014,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,46794,52674.89,11504.9,857.88,65037.67,15351.65,10693.07,4622.66,30667.38,95705.05
Calendar,2014,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,12192,66663.43,10123.86,3226.17,80013.46,20422.02,14125.64,6191.06,40738.72,120752.18
Fiscal,2016,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",9200,Airport Operation,9212,Airport Safety Officer,34509,2882,0,0,2882,536.34,498.81,223.69,1258.84,4140.84
Fiscal,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,6721,78557.53,548.48,10155.49,89261.5,0,0,7051.67,7051.67,96313.17
Fiscal,2013,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",2500,Med Therapy & Auxiliary,2586,Health Worker 2,50178,57590.01,9519.67,1529,68638.68,10487.11,12801.79,5437.57,28726.47,97365.15
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9102,Transit Car Cleaner,14333,7181.09,0,1395.81,8576.9,1801.38,0,698.48,2499.86,11076.76
Calendar,2013,1,Public Protection,SHF,Sheriff,498,Deputy Sheriffs' Association,8300,Correction & Detention,8306,Senior Deputy Sheriff,15482,105743.3,57846.66,12334.94,175924.9,22573.49,12918.24,2922.83,38414.56,214339.46
Calendar,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,1,Miscellaneous Unrepresented Employees,9900,Public Service Aide,9916,Public Svc Aide-Public Works,53527,10579.2,0,0,10579.2,0,4587.51,848.92,5436.43,16015.63
Fiscal,2014,6,General Administration & Finance,HSS,Health Service System,790,"SEIU - Miscellaneous, Local 1021",1200,Personnel,1210,Benefits Analyst,48229,59497.66,0,516.59,60014.25,12795.04,10318.96,4388.77,27502.77,87517.02
Calendar,2013,2,"Public Works, Transportation & Commerce",WTR,PUC Water Department,261,"Laborers, Local 261",3400,Agriculture & Horticulture,3424,Integrated Pest Mgmt Specialst,31303,78567,0,0,78567,15444.47,12918.24,6497.71,34860.42,113427.42
Calendar,2013,6,General Administration & Finance,CAT,City Attorney,21,"Prof & Tech Engineers - Miscellaneous, Local 21",1000,Information Systems,1043,IS Engineer-Senior,49082,130038.02,0,0,130038.02,24912.05,12918.24,9684.94,47515.23,177553.25
Calendar,2015,6,General Administration & Finance,ADM,General Services Agency - City Admin,351,Municipal Executive Association - Miscellaneous,900,Management,953,Dep Dir III,16228,172954.16,0,0,172954.16,34754.55,12424.5,18007,65186.05,238140.21
Calendar,2013,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,53483,67252.14,4195.38,676.64,72124.16,18343.44,13625.1,5675.02,37643.56,109767.72
Fiscal,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,3809,55943.3,0,7208.21,63151.51,13299.7,12500.56,5202.53,31002.79,94154.3
Fiscal,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2300,Nursing,2312,Licensed Vocational Nurse,13565,69330.71,14525.2,8199.88,92055.79,16637,12117.28,7381.52,36135.8,128191.59
Fiscal,2016,6,General Administration & Finance,BOS,Board of Supervisors,22,"Prof & Tech Engineers - Personnel, Local 21",1800,"Budget, Admn & Stats Analysis",1835,Legislative Assistant,22820,41804.8,0,0,41804.8,0,5586.66,3358.79,8945.45,50750.25
Fiscal,2016,3,Human Welfare & Neighborhood Development,CSS,Child Support Services,790,"SEIU - Miscellaneous, Local 1021",8100,Legal & Court,8158,Child Support Officer II,38323,80164.01,0,0,80164.01,14918.49,13068.8,6512.68,34499.97,114663.98
Calendar,2014,5,Culture & Recreation,LIB,Public Library,790,"SEIU - Miscellaneous, Local 1021",3600,Library,3632,Librarian 2,36494,89283.54,0,1901.82,91185.36,19935.44,12854.09,7525.09,40314.62,131499.98
Fiscal,2015,1,Public Protection,FIR,Fire Department,798,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H003,EMT/Paramedic/Firefighter,41327,130265.73,47368.56,15644.34,193278.63,31377.15,15182.66,3207.14,49766.95,243045.58
Fiscal,2014,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",2900,Human Services,2931,"Marriage, Family & Child Cnslr",52944,89662.66,0,1260,90922.66,19355.96,12644.44,7499.29,39499.69,130422.35
Calendar,2015,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,22957,59317.81,2839.59,9951.75,72109.15,1434.71,0,6797.48,8232.19,80341.34
Fiscal,2014,2,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,21,"Prof & Tech Engineers - Miscellaneous, Local 21",5200,Professional Engineering,5241,Engineer,31454,129588.92,0,0,129588.92,26980.43,12512.52,9560.64,49053.59,178642.51
Fiscal,2013,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2300,Nursing,2312,Licensed Vocational Nurse,9913,71148.61,15367.79,4603.45,91119.85,12966.98,12851.03,7518.81,33336.82,124456.67
Fiscal,2016,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q052,Sergeant 3,53209,140973.76,15771.21,8463.09,165208.06,25027.36,13031.4,2732.91,40791.67,205999.73
Fiscal,2016,1,Public Protection,SHF,Sheriff,498,Deputy Sheriffs' Association,8300,Correction & Detention,8304,Deputy Sheriff,26794,100296.91,27921.11,20346.05,148564.07,29620.41,13018.92,2534.41,45173.74,193737.81
Fiscal,2014,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8214,Parking Control Officer,2254,48865.55,18053.65,4372.38,71291.58,12634.07,12463.09,5773.56,30870.72,102162.3
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,12506,1585.42,0,0,1585.42,375.06,477.86,123.06,975.98,2561.4
Calendar,2014,5,Culture & Recreation,REC,Recreation and Park Commission,261,"Laborers, Local 261",7500,Semi-Skilled & General Labor,7514,General Laborer,38041,14727.4,0,256.01,14983.41,3807.4,3715.64,1192.89,8715.93,23699.34
Fiscal,2016,1,Public Protection,DAT,District Attorney,311,Municipal Attorneys' Association,8100,Legal & Court,8177,Attorney (Civil/Criminal),33837,103051.84,0,4227.66,107279.5,18955.26,11622.26,8613,39190.52,146470.02
Calendar,2013,6,General Administration & Finance,ADM,General Services Agency - City Admin,856,"Teamsters - Miscellaneous, Local 856",1400,"Clerical, Secretarial & Steno",1434,Shelter Service Rep,48520,36694.12,39.66,206.85,36940.63,7091.72,8224.26,3154.27,18470.25,55410.88
Fiscal,2015,1,Public Protection,FIR,Fire Department,798,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H030,"Captain, Fire Suppression",49601,149531.8,41760.21,19598.72,210890.73,36145.25,15230.57,3506.55,54882.37,265773.1
Fiscal,2015,3,Human Welfare & Neighborhood Development,DSS,Human Services,535,"SEIU - Human Services, Local 1021",2900,Human Services,2903,Eligibility Worker,15094,11086.2,3066.67,240,14392.87,2922.14,2586.32,1132.63,6641.09,21033.96
Fiscal,2014,6,General Administration & Finance,HRD,Human Resources,790,"SEIU - Miscellaneous, Local 1021",1200,Personnel,1227,Testing Technician,33441,7589.92,153.13,0,7743.05,0,1991.03,599.46,2590.49,10333.54
Calendar,2015,2,"Public Works, Transportation & Commerce",HHP,PUC Hetch Hetchy,261,"Laborers, Local 261",7500,Semi-Skilled & General Labor,7514,General Laborer,10154,63887.05,665.95,2106,66659,13605.46,12424.5,5488.28,31518.24,98177.24
Fiscal,2014,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,2320,Registered Nurse,34217,127468.95,7283.84,21927.33,156680.12,26131.26,12218.91,672.15,39022.32,195702.44
Fiscal,2015,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q002,Police Officer,46028,80651.53,1394.56,2762.47,84808.56,17886.69,12464.63,3928.75,34280.07,119088.63
Calendar,2015,4,Community Health,DPH,Public Health,535,"SEIU - Human Services, Local 1021",2900,Human Services,2903,Eligibility Worker,3301,63708.85,0,269,63977.85,13092.85,11764.27,5057.53,29914.65,93892.5
Calendar,2014,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8214,Parking Control Officer,3506,19875.95,44.76,343.84,20264.55,4462.82,4299.35,1790.79,10552.96,30817.51
Fiscal,2016,4,Community Health,DPH,Public Health,791,"SEIU - Staff and Per Diem Nurses, Local 1021",2300,Nursing,P103,Special Nurse,2390,23731.4,0,5732.71,29464.11,0,1695.95,1617.79,3313.74,32777.85
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,40851,55489.08,9761.75,2831.27,68082.1,17301.02,11104,4979.75,33384.77,101466.87
Calendar,2013,5,Culture & Recreation,LIB,Public Library,790,"SEIU - Miscellaneous, Local 1021",3600,Library,3602,Library Page,30117,14445.52,0,487.56,14933.08,1622.54,4623.06,1191.1,7436.7,22369.78
Fiscal,2016,1,Public Protection,POL,Police,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1410,Chief Clerk,12738,2405.75,0,3.25,2409,448.31,367.74,210.45,1026.5,3435.5
Calendar,2014,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",9200,Airport Operation,9212,Airport Safety Officer,34226,7794.15,0,62.36,7856.51,1686.37,1443.58,630.67,3760.62,11617.13
Calendar,2013,1,Public Protection,ADP,Adult Probation,651,Deputy Probation Officers' Association,8400,Probation & Parole,8444,Deputy Probation Officer,36432,76487.01,0,0,76487.01,13469.77,12918.24,1246.83,27634.84,104121.85
Calendar,2013,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",2100,Hospital Administration,2105,Patient Svcs Finance Tech,26724,60210.04,0,984.91,61194.95,11958.42,12918.24,4965.8,29842.46,91037.41
Calendar,2013,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q003,Police Officer 2,25935,38658.13,252.23,3483.24,42393.6,7906.55,3827.63,720.42,12454.6,54848.2
Fiscal,2016,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",6100,Health & Sanitation Inspection,6108,Environmental Hlth Tech 1,38751,72720.33,0,69.6,72789.93,13546.12,12750.82,6013.57,32310.51,105100.44
Calendar,2013,2,"Public Works, Transportation & Commerce",CWP,PUC Wastewater Enterprise,6,"Electrical Workers, Local 6",7300,Journeyman Trade,7345,Electrician,6483,99104.01,20663.59,1877.62,121645.22,19558.92,12918.25,9382.63,41859.8,163505.02
Fiscal,2015,5,Culture & Recreation,LIB,Public Library,216,"Teamsters, Local 853",7300,Journeyman Trade,7355,Truck Driver,32154,5309.84,0,0,5309.84,0,0,419.47,419.47,5729.31
Fiscal,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2300,Nursing,2303,Patient Care Assistant,21573,43187.92,9258.18,5455.18,57901.28,11790.65,11877.68,4635.5,28303.83,86205.11
Fiscal,2013,1,Public Protection,FIR,Fire Department,798,"Firefighters - Miscellaneous, Local 798",H000,Fire Services,H003,EMT/Paramedic/Firefighter,51536,0,0,0,0,0,522.89,0,522.89,522.89
Calendar,2014,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",2100,Hospital Administration,2110,Medical Records Clerk,35917,27372.74,5359.95,602.7,33335.39,1685.85,6984.07,2662.45,11332.37,44667.76
Calendar,2013,1,Public Protection,POL,Police,911,Police Officers' Association,Q000,Police Services,Q052,Sergeant 3,3059,117051.14,37.31,3057.28,120145.73,22575.45,10525.98,2026.73,35128.16,155273.89
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,130,"Automotive Machinists, Local 1414",7300,Journeyman Trade,7381,Automotive Mechanic,23893,81157,447.86,8915.7,90520.56,18555.17,12424.5,7220.91,38200.58,128721.14
